value1;value2;value3;
7964;434;6817;
7965;980;931;
7966;654;5833;
7967;894;7756;
7968;157;2587;
7969;281;7050;
7970;12;3397;
7971;941;5633;
7972;841;8386;
7973;82;7232;
7974;755;8620;
7975;442;571;
7976;43;7451;
7977;332;9377;
7978;26;6575;
7979;363;6089;
7980;437;4902;
7981;509;6270;
7982;564;8426;
7983;999;1812;
7984;704;2042;
7985;318;5797;
7986;522;9955;
7987;288;7645;
7988;808;2635;
7989;785;734;
7990;146;5626;
7991;58;1345;
7992;283;470;
7993;883;1290;
7994;3;985;
7995;361;6550;
7996;113;8481;
7997;179;1652;
7998;174;3140;
7999;574;9101;
8000;245;237;
8001;705;8769;
8002;726;3895;
8003;178;7952;
8004;321;5749;
8005;367;3361;
8006;56;2380;
8007;929;834;
8008;934;9038;
8009;267;6189;
8010;923;3620;
8011;952;1700;
8012;145;279;
8013;490;6793;
8014;793;2507;
8015;375;908;
8016;918;7768;
8017;534;2385;
8018;836;5014;
8019;704;8733;
8020;857;9604;
8021;553;1309;
8022;681;5861;
8023;525;8979;
8024;488;2584;
8025;31;5406;
8026;112;8483;
8027;869;1765;
8028;66;6204;
8029;456;2625;
8030;809;3155;
8031;743;4308;
8032;618;7038;
8033;986;2873;
8034;175;2178;
8035;116;6296;
8036;819;460;
8037;450;9014;
8038;121;9594;
8039;41;967;
8040;269;9752;
8041;508;9106;
8042;467;7898;
8043;26;7360;
8044;686;2275;
8045;670;6095;
8046;577;7328;
8047;184;1273;
8048;154;3188;
8049;417;3100;
8050;869;1041;
8051;772;9990;
8052;188;1760;
8053;255;5039;
8054;67;765;
8055;241;2659;
8056;529;6482;
8057;85;5674;
8058;979;9933;
8059;165;6054;
8060;587;2337;
8061;290;9961;
8062;607;2071;
8063;167;7824;
8064;164;254;
8065;806;7215;
8066;448;9270;
8067;386;5482;
8068;174;6741;
8069;180;6702;
8070;884;515;
8071;545;2634;
8072;673;6713;
8073;807;4301;
8074;955;8721;
8075;528;2605;
8076;933;1081;
8077;368;3169;
8078;285;4122;
8079;537;5180;
8080;275;8160;
8081;782;9383;
8082;405;8421;
8083;76;1097;
8084;135;2798;
8085;651;7141;
8086;144;4369;
8087;876;3248;
8088;712;1057;
8089;758;6334;
8090;814;4344;
8091;777;8425;
8092;286;1505;
8093;723;8124;
8094;440;591;
8095;376;4482;
8096;251;9533;
8097;60;1398;
8098;31;1698;
8099;4;6758;
8100;379;8368;
8101;739;6409;
8102;427;3130;
8103;112;74;
8104;371;9984;
8105;69;1713;
8106;785;5624;
8107;714;236;
8108;516;3083;
8109;784;7599;
8110;19;7225;
8111;906;2693;
8112;105;9113;
8113;293;7921;
8114;484;2817;
8115;112;454;
8116;580;6031;
8117;846;6895;
8118;113;3106;
8119;120;3180;
8120;901;3080;
8121;472;8649;
8122;32;4228;
8123;529;557;
8124;994;4379;
8125;186;2172;
8126;84;5164;
8127;529;8425;
8128;239;7578;
8129;852;4236;
8130;22;2519;
8131;98;6492;
8132;504;8254;
8133;688;4649;
8134;605;9373;
8135;624;8552;
8136;10;3774;
8137;364;2972;
8138;223;2624;
8139;88;5597;
8140;717;3670;
8141;342;6376;
8142;917;8940;
8143;451;8819;
8144;452;1602;
8145;558;4459;
8146;418;5367;
8147;304;8444;
8148;218;4770;
8149;838;7628;
8150;28;1199;
8151;140;420;
8152;446;3781;
8153;5;3420;
8154;881;1600;
8155;285;6882;
8156;0;4000;
8157;543;7255;
8158;267;4717;
8159;258;2950;
8160;369;8213;
8161;750;4850;
8162;356;3252;
8163;29;363;
8164;78;1647;
8165;140;2668;
8166;410;6861;
8167;440;5604;
8168;341;9362;
8169;510;6606;
8170;180;1497;
8171;363;4752;
8172;983;3549;
8173;74;3389;
8174;594;6260;
8175;316;3335;
8176;748;105;
8177;545;6756;
8178;128;1892;
8179;396;6204;
8180;801;1992;
8181;157;9373;
8182;155;6025;
8183;904;1466;
8184;676;3657;
8185;403;2519;
8186;922;3133;
8187;13;5577;
8188;894;4896;
8189;930;2686;
8190;93;8308;
8191;123;9497;
8192;504;3344;
8193;194;8311;
8194;193;7674;
8195;475;2115;
8196;542;6594;
8197;734;1794;
8198;130;2473;
8199;824;4957;
8200;278;829;
8201;18;4153;
8202;855;562;
8203;977;2756;
8204;641;2430;
8205;492;9821;
8206;378;385;
8207;541;8816;
8208;953;7806;
8209;38;6574;
8210;628;5739;
8211;237;1525;
8212;937;8897;
8213;938;7025;
8214;100;4384;
8215;469;3486;
8216;760;4531;
8217;452;2281;
8218;529;6219;
8219;58;6818;
8220;869;6762;
8221;28;9616;
8222;451;5439;
8223;572;8369;
8224;787;9193;
8225;632;8556;
8226;325;5577;
8227;902;5798;
8228;38;8968;
8229;878;2525;
8230;830;4962;
8231;337;8659;
8232;340;4398;
8233;439;8939;
8234;642;732;
8235;180;7433;
8236;709;9994;
8237;92;7353;
8238;173;2434;
8239;478;528;
8240;611;8227;
8241;989;3510;
8242;600;3402;
8243;49;9448;
8244;210;9100;
8245;677;9417;
8246;585;9683;
8247;177;80;
8248;904;8884;
8249;119;3218;
8250;607;7705;
8251;731;1949;
8252;390;815;
8253;187;6926;
8254;964;126;
8255;926;1311;
8256;860;6976;
8257;401;3153;
8258;385;4736;
8259;60;1873;
8260;808;2049;
8261;252;7226;
8262;92;2120;
8263;193;3768;
8264;240;5047;
8265;199;1316;
8266;940;5174;
8267;74;2993;
8268;610;1280;
8269;347;3089;
8270;867;2088;
8271;232;4388;
8272;931;3174;
8273;503;1519;
8274;347;9185;
8275;802;1877;
8276;453;7258;
8277;782;1061;
8278;401;2739;
8279;69;1599;
8280;454;8331;
8281;196;1588;
8282;101;5432;
8283;111;3561;
8284;775;1647;
8285;713;7079;
8286;335;2098;
8287;399;2291;
8288;42;4486;
8289;36;7093;
8290;371;5552;
8291;575;2231;
8292;451;6076;
8293;280;6460;
8294;213;3450;
8295;130;1706;
8296;504;3078;
8297;761;6565;
8298;294;7185;
8299;765;6570;
8300;865;5009;
8301;144;9044;
8302;780;3362;
8303;137;9631;
8304;367;8903;
8305;195;6455;
8306;133;1714;
8307;487;7163;
8308;984;5899;
8309;557;7636;
8310;708;7136;
8311;258;4492;
8312;617;9241;
8313;923;4573;
8314;994;1495;
8315;704;135;
8316;586;3641;
8317;516;3837;
8318;254;2683;
8319;673;7308;
8320;782;4123;
8321;328;5737;
8322;389;3081;
8323;86;4342;
8324;735;2362;
8325;698;8913;
8326;826;8217;
8327;178;4073;
8328;533;795;
8329;526;7358;
8330;622;9917;
8331;340;7316;
8332;688;6204;
8333;898;1731;
8334;785;1297;
8335;491;4943;
8336;585;3191;
8337;168;3471;
8338;134;6762;
8339;424;9787;
8340;469;462;
8341;226;1319;
8342;819;6441;
8343;863;1686;
8344;569;7630;
8345;989;7325;
8346;646;6551;
8347;821;3350;
8348;438;2766;
8349;630;6285;
8350;784;7832;
8351;443;7947;
8352;606;6303;
8353;111;428;
8354;53;1610;
8355;841;8223;
8356;444;4667;
8357;610;4138;
8358;730;6293;
8359;819;2887;
8360;808;4551;
8361;44;782;
8362;181;5945;
8363;543;2880;
8364;208;5395;
8365;467;5230;
8366;984;3333;
8367;205;8356;
8368;808;4262;
8369;144;7206;
8370;430;6540;
8371;13;1765;
8372;626;4308;
8373;390;8093;
8374;372;447;
8375;156;110;
8376;934;2954;
8377;552;5381;
8378;265;6664;
8379;414;1847;
8380;507;3870;
8381;334;2026;
8382;685;4890;
8383;109;5711;
8384;691;6481;
8385;896;6911;
8386;997;8516;
8387;776;6881;
8388;363;6078;
8389;529;4310;
8390;821;1677;
8391;524;5506;
8392;656;410;
8393;869;1686;
8394;732;7062;
8395;822;2206;
8396;130;2243;
8397;786;708;
8398;67;4989;
8399;543;752;
8400;196;6851;
8401;610;1133;
8402;542;9750;
8403;214;9560;
8404;857;8285;
8405;279;9495;
8406;889;3265;
8407;81;3716;
8408;896;6588;
8409;606;3525;
8410;67;377;
8411;876;6714;
8412;873;6184;
8413;140;2082;
8414;278;2033;
8415;503;105;
8416;46;3218;
8417;723;2770;
8418;156;6198;
8419;579;2397;
8420;298;3972;
8421;845;550;
8422;451;5169;
8423;733;3050;
8424;340;6259;
8425;703;8822;
8426;562;260;
8427;882;9246;
8428;477;7391;
8429;959;1446;
8430;993;6714;
8431;769;8385;
8432;893;7551;
8433;422;4035;
8434;652;6345;
8435;123;3669;
8436;185;1208;
8437;335;3509;
8438;472;2337;
8439;166;9303;
8440;448;3924;
8441;413;4621;
8442;276;1035;
8443;453;3422;
8444;904;2445;
8445;448;5909;
8446;937;5916;
8447;345;8441;
8448;957;8785;
8449;272;9429;
8450;450;7633;
8451;947;8195;
8452;75;8716;
8453;568;7449;
8454;292;8771;
8455;926;9856;
8456;710;6595;
8457;780;5421;
8458;182;3810;
8459;905;4879;
8460;784;7909;
8461;19;8644;
8462;930;6923;
8463;3;1863;
8464;819;6346;
8465;189;3882;
8466;802;6708;
8467;629;5595;
8468;58;4901;
8469;285;8135;
8470;131;3756;
8471;867;6776;
8472;844;7252;
8473;271;1116;
8474;108;6494;
8475;522;6436;
8476;313;7036;
8477;355;9077;
8478;840;1996;
8479;259;8446;
8480;946;8111;
8481;56;8711;
8482;135;1077;
8483;118;5058;
8484;604;5047;
8485;449;7569;
8486;168;177;
8487;776;1012;
8488;757;4570;
8489;427;5404;
8490;586;1425;
8491;581;561;
8492;373;4614;
8493;596;3677;
8494;526;5954;
8495;693;7795;
8496;782;9187;
8497;989;5311;
8498;806;6344;
8499;459;7372;
8500;61;8262;
8501;897;1404;
8502;121;1349;
8503;416;7607;
8504;566;7914;
8505;603;3939;
8506;892;5153;
8507;124;1083;
8508;826;8822;
8509;483;4560;
8510;281;4944;
8511;349;7193;
8512;628;4043;
8513;889;1256;
8514;67;5681;
8515;958;763;
8516;295;709;
8517;896;7787;
8518;336;9947;
8519;985;9045;
8520;34;5895;
8521;324;7539;
8522;357;8401;
8523;204;310;
8524;12;3937;
8525;452;1265;
8526;205;1052;
8527;296;3237;
8528;263;5947;
8529;232;1557;
8530;514;4181;
8531;364;7653;
8532;648;1417;
8533;939;5828;
8534;682;8282;
8535;582;3395;
8536;301;9254;
8537;545;3121;
8538;987;3845;
8539;522;4580;
8540;365;171;
8541;266;4134;
8542;838;793;
8543;688;4586;
8544;363;4343;
8545;909;3017;
8546;287;2486;
8547;426;622;
8548;539;597;
8549;93;1034;
8550;898;3235;
8551;323;580;
8552;147;11;
8553;599;9825;
8554;104;305;
8555;880;2524;
8556;955;7879;
8557;321;8962;
8558;24;2156;
8559;570;4572;
8560;589;226;
8561;956;9290;
8562;493;2730;
8563;50;3065;
8564;276;5262;
8565;699;240;
8566;502;2555;
8567;635;1565;
8568;785;473;
8569;681;8391;
8570;24;8393;
8571;100;7023;
8572;833;7962;
8573;302;552;
8574;326;1879;
8575;715;7760;
8576;831;9713;
8577;626;4554;
8578;993;9156;
8579;18;698;
8580;112;9928;
8581;568;9052;
8582;560;1479;
8583;396;1201;
8584;297;3925;
8585;204;7367;
8586;97;1761;
8587;984;5555;
8588;547;7703;
8589;269;1198;
8590;733;5872;
8591;493;5545;
8592;895;5479;
8593;755;8719;
8594;279;5512;
8595;68;7878;
8596;610;6503;
8597;473;3360;
8598;741;4089;
8599;697;8452;
8600;202;579;
8601;340;8100;
8602;245;9678;
8603;450;5052;
8604;878;5380;
8605;169;9814;
8606;969;9866;
8607;253;44;
8608;449;8153;
8609;714;8539;
8610;659;5498;
8611;470;7472;
8612;670;2910;
8613;545;5954;
8614;513;551;
8615;638;1227;
8616;949;6151;
8617;483;8452;
8618;881;739;
8619;708;6892;
8620;381;1251;
8621;711;5189;
8622;870;1321;
8623;320;4444;
8624;887;6651;
8625;12;2963;
8626;833;6206;
8627;682;12;
8628;937;2657;
8629;613;1924;
8630;207;5556;
8631;583;3177;
8632;256;2180;
8633;856;7050;
8634;673;3316;
8635;908;5610;
8636;804;9208;
8637;194;7056;
8638;647;9809;
8639;792;8941;
8640;639;1984;
8641;236;2635;
8642;884;3673;
8643;374;175;
8644;86;2326;
8645;393;3627;
8646;125;628;
8647;368;6867;
8648;486;9662;
8649;133;729;
8650;737;2677;
8651;292;7719;
8652;367;2921;
8653;647;9513;
8654;345;5942;
8655;27;9364;
8656;212;2717;
8657;591;2679;
8658;201;2494;
8659;884;6060;
8660;793;2575;
8661;432;8907;
8662;261;7772;
8663;509;2556;
8664;43;4555;
8665;399;2646;
8666;980;9306;
8667;650;2377;
8668;507;8983;
8669;145;4165;
8670;240;3244;
8671;915;7861;
8672;906;374;
8673;312;587;
8674;276;6480;
8675;762;7688;
8676;470;1793;
8677;391;6296;
8678;484;4270;
8679;10;6056;
8680;115;4829;
8681;889;9926;
8682;760;3895;
8683;689;5812;
8684;483;2809;
8685;157;4535;
8686;896;9512;
8687;846;5330;
8688;46;4606;
8689;900;4554;
8690;264;5269;
8691;83;6406;
8692;850;7727;
8693;833;7942;
8694;518;8704;
8695;171;7740;
8696;947;2920;
8697;703;6443;
8698;319;8129;
8699;404;9467;
8700;211;7873;
8701;886;9381;
8702;589;300;
8703;758;2273;
8704;987;3722;
8705;118;6106;
8706;891;6560;
8707;730;2699;
8708;520;814;
8709;58;9513;
8710;430;3652;
8711;164;5084;
8712;998;7026;
8713;662;2442;
8714;853;8490;
8715;673;7330;
8716;552;9460;
8717;49;9170;
8718;610;4478;
8719;233;2326;
8720;701;510;
8721;811;7758;
8722;815;7830;
8723;701;9370;
8724;772;82;
8725;391;8772;
8726;577;4208;
8727;329;2714;
8728;41;8733;
8729;426;3879;
8730;880;8568;
8731;483;6973;
8732;876;6;
8733;834;4034;
8734;772;145;
8735;674;5972;
8736;857;6125;
8737;431;4841;
8738;881;1097;
8739;15;4071;
8740;234;9806;
8741;804;189;
8742;515;4935;
8743;758;3420;
8744;974;6797;
8745;406;8598;
8746;282;1678;
8747;686;8833;
8748;278;8938;
8749;292;7720;
8750;903;857;
8751;580;1535;
8752;978;1980;
8753;845;3312;
8754;181;8799;
8755;932;855;
8756;279;4279;
8757;404;7270;
8758;552;8046;
8759;304;3702;
8760;803;1720;
8761;999;3995;
8762;849;4688;
8763;558;7442;
8764;871;469;
8765;83;8425;
8766;543;1275;
8767;157;6348;
8768;244;4287;
8769;801;904;
8770;110;3786;
8771;440;2829;
8772;270;1441;
8773;612;7413;
8774;860;8263;
8775;1;1355;
8776;572;4704;
8777;16;2457;
8778;894;5811;
8779;414;7251;
8780;797;7642;
8781;836;3866;
8782;815;3929;
8783;656;1550;
8784;299;1065;
8785;264;2371;
8786;482;5840;
8787;510;318;
8788;771;31;
8789;495;8940;
8790;210;792;
8791;790;1247;
8792;699;3769;
8793;862;8294;
8794;24;1833;
8795;276;408;
8796;795;7166;
8797;507;7693;
8798;77;2841;
8799;281;8825;
8800;812;47;
8801;166;3494;
8802;979;6772;
8803;148;9053;
8804;243;8438;
8805;682;3360;
8806;991;4899;
8807;891;9351;
8808;798;7896;
8809;428;6085;
8810;90;9192;
8811;459;1830;
8812;533;2261;
8813;467;2039;
8814;515;6366;
8815;843;898;
8816;650;932;
8817;382;7413;
8818;670;2170;
8819;757;4942;
8820;569;6122;
8821;897;1701;
8822;495;9790;
8823;829;2390;
8824;368;7377;
8825;791;5929;
8826;63;19;
8827;807;2576;
8828;623;2642;
8829;888;9516;
8830;990;5004;
8831;852;5724;
8832;257;174;
8833;13;4308;
8834;862;3495;
8835;101;6038;
8836;257;6734;
8837;534;6879;
8838;118;5276;
8839;758;2912;
8840;789;9496;
8841;755;8359;
8842;572;2974;
8843;796;2410;
8844;982;7115;
8845;151;528;
8846;417;5863;
8847;351;5260;
8848;718;1183;
8849;238;583;
8850;721;4925;
8851;360;1080;
8852;119;8279;
8853;176;1218;
8854;792;9073;
8855;795;4570;
8856;378;7712;
8857;306;8852;
8858;165;813;
8859;630;7833;
8860;117;1409;
8861;900;1799;
8862;154;5603;
8863;728;757;
8864;19;6123;
8865;349;5041;
8866;817;3394;
8867;722;5368;
8868;976;7800;
8869;769;1634;
8870;904;1730;
8871;649;7415;
8872;610;638;
8873;683;8354;
8874;901;9092;
8875;913;3072;
8876;281;523;
8877;122;1973;
8878;163;980;
8879;387;3580;
8880;414;4887;
8881;728;5640;
8882;147;7017;
8883;943;3899;
8884;303;7703;
8885;637;5506;
8886;803;4657;
8887;546;2332;
8888;241;998;
8889;528;710;
8890;250;5255;
8891;313;68;
8892;732;9003;
8893;526;4909;
8894;241;7871;
8895;36;9716;
8896;387;3895;
8897;456;3918;
8898;787;6582;
8899;571;197;
8900;736;8230;
8901;161;8808;
8902;213;132;
8903;580;4796;
8904;892;9787;
8905;309;564;
8906;606;4395;
8907;450;4120;
8908;628;2086;
8909;995;2757;
8910;968;4247;
8911;135;7105;
8912;548;7487;
8913;348;5545;
8914;660;8269;
8915;843;8761;
8916;520;4409;
8917;633;2087;
8918;161;4526;
8919;177;3052;
8920;397;7586;
8921;999;9232;
8922;766;6211;
8923;721;3249;
8924;260;4783;
8925;342;4831;
8926;771;2576;
8927;16;1256;
8928;143;4674;
8929;29;427;
8930;836;9426;
8931;761;5787;
8932;330;1045;
8933;80;6130;
8934;5;6211;
8935;159;3855;
8936;754;2142;
8937;602;8221;
8938;966;1346;
8939;104;1202;
8940;977;1819;
8941;674;6273;
8942;71;7934;
8943;755;972;
8944;759;5653;
8945;258;697;
8946;157;7338;
8947;330;928;
8948;522;286;
8949;730;3470;
8950;723;9399;
8951;104;4521;
8952;295;7572;
8953;833;4241;
8954;633;4463;
8955;964;9711;
8956;510;6462;
8957;876;9933;
8958;424;4725;
8959;772;8593;
8960;905;9211;
8961;997;8263;
8962;532;8343;
8963;210;9083;
8964;756;9000;
8965;869;6992;
8966;256;894;
8967;714;5119;
8968;454;2536;
8969;409;3055;
8970;5;6683;
8971;905;6285;
8972;871;5611;
8973;352;8728;
8974;210;2633;
8975;535;476;
8976;776;1657;
8977;554;1994;
8978;964;8191;
8979;213;7824;
8980;565;6966;
8981;906;3434;
8982;704;9948;
8983;592;7092;
8984;957;6510;
8985;597;8218;
8986;44;2891;
8987;491;7471;
8988;768;7431;
8989;769;5942;
8990;265;9423;
8991;936;9281;
8992;128;7587;
8993;950;947;
8994;299;9909;
8995;240;5668;
8996;424;413;
8997;383;3057;
8998;734;3862;
8999;37;4733;
9000;55;6665;
9001;802;9608;
9002;690;2996;
9003;135;489;
9004;422;2534;
9005;531;7755;
9006;648;4857;
9007;123;9074;
9008;173;6765;
9009;692;7241;
9010;947;4797;
9011;757;4218;
9012;529;2592;
9013;536;6089;
9014;448;5743;
9015;303;2141;
9016;889;6622;
9017;635;4251;
9018;61;4392;
9019;567;9392;
9020;772;411;
9021;195;1835;
9022;877;397;
9023;949;3318;
9024;972;5418;
9025;377;239;
9026;737;5531;
9027;537;4807;
9028;77;645;
9029;496;8854;
9030;392;4363;
9031;633;5736;
9032;438;9456;
9033;205;4936;
9034;160;8397;
9035;536;3240;
9036;270;5771;
9037;613;8282;
9038;770;1086;
9039;96;5534;
9040;751;4719;
9041;697;5097;
9042;929;7668;
9043;233;9006;
9044;191;8685;
9045;708;3163;
9046;739;5230;
9047;766;8739;
9048;706;2452;
9049;891;3955;
9050;6;7878;
9051;367;7860;
9052;824;4714;
9053;612;8396;
9054;467;3088;
9055;841;5696;
9056;245;4495;
9057;623;2634;
9058;687;7978;
9059;391;9987;
9060;171;7055;
9061;919;3502;
9062;316;2940;
9063;692;7425;
9064;441;3534;
9065;562;6512;
9066;36;6151;
9067;110;6920;
9068;975;3515;
9069;628;3908;
9070;582;9896;
9071;12;7408;
9072;119;6015;
9073;408;2488;
9074;622;1187;
9075;425;8571;
9076;165;3325;
9077;798;2066;
9078;449;9209;
9079;694;4887;
9080;32;9313;
9081;293;3603;
9082;286;9780;
9083;507;7528;
9084;406;6307;
9085;298;3224;
9086;829;8648;
9087;990;7152;
9088;387;7171;
9089;999;9605;
9090;427;1522;
9091;777;3081;
9092;978;3116;
9093;773;7946;
9094;244;6778;
9095;168;216;
9096;457;4002;
9097;345;9280;
9098;831;8050;
9099;280;3257;
9100;617;6310;
9101;58;1770;
9102;837;1478;
9103;625;8119;
9104;948;9566;
9105;864;246;
9106;522;1979;
9107;117;9986;
9108;5;7135;
9109;847;2284;
9110;210;1698;
9111;918;2360;
9112;195;8997;
9113;401;8331;
9114;492;6467;
9115;499;879;
9116;765;6903;
9117;223;1120;
9118;210;8852;
9119;131;6774;
9120;830;3413;
9121;161;6864;
9122;327;7458;
9123;7;3065;
9124;490;5323;
9125;936;7690;
9126;743;4196;
9127;220;476;
9128;343;8733;
9129;546;5384;
9130;498;3165;
9131;734;7100;
9132;309;3419;
9133;798;1276;
9134;416;3352;
9135;886;1443;
9136;734;3388;
9137;27;4245;
9138;69;7243;
9139;197;3363;
9140;318;6404;
9141;69;7161;
9142;758;6166;
9143;886;1527;
9144;299;9104;
9145;672;4682;
9146;114;7571;
9147;751;7383;
9148;941;1253;
9149;226;7267;
9150;450;981;
9151;639;9986;
9152;566;5126;
9153;748;1834;
9154;754;4315;
9155;809;2947;
9156;883;9005;
9157;442;8205;
9158;901;3580;
9159;520;3566;
9160;946;5791;
9161;806;7511;
9162;891;217;
9163;416;8273;
9164;561;107;
9165;984;6201;
9166;862;9952;
9167;499;2182;
9168;525;6200;
9169;280;5555;
9170;368;8468;
9171;841;2413;
9172;39;4539;
9173;354;8346;
9174;22;4584;
9175;182;2612;
9176;800;3281;
9177;632;3937;
9178;512;9283;
9179;663;880;
9180;294;9007;
9181;947;2146;
9182;494;5499;
9183;964;275;
9184;332;9622;
9185;643;8388;
9186;899;3436;
9187;391;8422;
9188;118;5298;
9189;705;6660;
9190;870;4287;
9191;764;2381;
9192;25;3784;
9193;635;7741;
9194;556;982;
9195;23;8936;
9196;735;5829;
9197;600;4306;
9198;999;155;
9199;48;5165;
9200;857;7235;
9201;439;2464;
9202;409;5238;
9203;441;8625;
9204;730;1606;
9205;540;1279;
9206;176;886;
9207;790;8686;
9208;994;9672;
9209;619;1887;
9210;44;5860;
9211;691;9628;
9212;0;2882;
9213;482;7485;
9214;532;2757;
9215;82;5354;
9216;999;4820;
9217;75;5197;
9218;276;3590;
9219;586;274;
9220;113;8778;
9221;391;8335;
9222;250;6464;
9223;856;8442;
9224;718;5703;
9225;315;3659;
9226;12;8947;
9227;985;8208;
9228;118;5226;
9229;422;439;
9230;290;8572;
9231;965;8699;
9232;250;3309;
9233;969;3405;
9234;434;2657;
9235;798;814;
9236;671;5714;
9237;557;8759;
9238;430;6433;
9239;734;1462;
9240;530;2983;
9241;368;3045;
9242;279;2038;
9243;620;7256;
9244;700;2353;
9245;248;1107;
9246;694;4260;
9247;807;9766;
9248;230;897;
9249;653;3238;
9250;661;4857;
9251;904;4857;
9252;526;724;
9253;59;2877;
9254;697;6477;
9255;356;7797;
9256;984;972;
9257;997;7137;
9258;659;897;
9259;440;5001;
9260;310;2602;
9261;747;7847;
9262;522;2321;
9263;947;4446;
9264;432;8565;
9265;572;4442;
9266;273;4148;
9267;390;309;
9268;628;8034;
9269;764;19;
9270;791;5304;
9271;278;6108;
9272;14;1099;
9273;391;6835;
9274;946;2712;
9275;505;7479;
9276;872;7290;
9277;403;2949;
9278;826;2135;
9279;76;1112;
9280;755;4605;
9281;762;2319;
9282;412;3172;
9283;859;1961;
9284;156;8704;
9285;725;655;
9286;428;3142;
9287;321;3933;
9288;840;296;
9289;777;511;
9290;649;223;
9291;330;2581;
9292;479;2036;
9293;621;8642;
9294;852;5899;
9295;40;6343;
9296;604;8908;
9297;586;8487;
9298;480;8943;
9299;987;8678;
9300;834;9652;
9301;265;9763;
9302;731;8748;
9303;983;6159;
9304;648;743;
9305;336;7273;
9306;259;6235;
9307;361;2279;
9308;14;2525;
9309;541;4435;
9310;194;1280;
9311;82;6239;
9312;549;5447;
9313;0;8519;
9314;242;9688;
9315;378;7122;
9316;787;1536;
9317;461;20;
9318;465;3101;
9319;981;915;
9320;276;1291;
9321;271;2596;
9322;910;2910;
9323;609;4162;
9324;105;3689;
9325;934;5994;
9326;857;5193;
9327;830;8661;
9328;132;2626;
9329;281;5555;
9330;902;3059;
9331;92;1904;
9332;170;1112;
9333;780;1766;
9334;778;8780;
9335;79;8272;
9336;711;7801;
9337;131;1797;
9338;460;6862;
9339;46;201;
9340;429;620;
9341;636;5372;
9342;493;1596;
9343;671;1997;
9344;821;1824;
9345;761;5375;
9346;712;8085;
9347;5;3077;
9348;179;4338;
9349;595;9949;
9350;802;3455;
9351;522;1767;
9352;429;2453;
9353;455;6689;
9354;490;4558;
9355;108;240;
9356;580;1145;
9357;877;2765;
9358;706;524;
9359;811;5801;
9360;698;4758;
9361;547;8398;
9362;339;4016;
9363;377;68;
9364;130;4751;
9365;133;3389;
9366;652;9866;
9367;464;3550;
9368;75;3858;
9369;336;8314;
9370;556;8930;
9371;711;4604;
9372;933;4596;
9373;914;8801;
9374;723;7374;
9375;421;1487;
9376;425;8087;
9377;196;1254;
9378;581;6570;
9379;900;4834;
9380;380;854;
9381;135;2778;
9382;638;8975;
9383;119;6136;
9384;972;3317;
9385;234;4757;
9386;110;4542;
9387;267;3184;
9388;17;7779;
9389;857;5531;
9390;541;4372;
9391;641;419;
9392;165;1433;
9393;663;8106;
9394;536;1878;
9395;306;4162;
9396;20;8761;
9397;245;1944;
9398;738;9747;
9399;785;4122;
9400;460;113;
9401;648;4902;
9402;35;1127;
9403;508;5537;
9404;526;5240;
9405;270;3361;
9406;380;8644;
9407;451;5704;
9408;786;3454;
9409;913;1421;
9410;664;1608;
9411;807;9304;
9412;894;3853;
9413;330;9610;
9414;661;8315;
9415;948;2391;
9416;640;6604;
9417;342;4561;
9418;384;7567;
9419;830;8274;
9420;22;7688;
9421;196;1398;
9422;20;1648;
9423;391;450;
9424;493;5114;
9425;453;7093;
9426;11;260;
9427;447;7593;
9428;799;4054;
9429;850;8198;
9430;338;250;
9431;610;4404;
9432;66;5863;
9433;425;7738;
9434;841;2492;
9435;629;8056;
9436;920;2006;
9437;960;3613;
9438;96;2382;
9439;673;3366;
9440;617;7234;
9441;880;8180;
9442;715;2686;
9443;230;5848;
9444;466;7511;
9445;786;2990;
9446;703;6692;
9447;49;3332;
9448;320;7497;
9449;37;4725;
9450;794;4241;
9451;806;6470;
9452;333;1175;
9453;102;1131;
9454;222;4657;
9455;325;4471;
9456;490;4410;
9457;941;2879;
9458;989;1083;
9459;512;9418;
9460;859;8389;
9461;910;104;
9462;382;3581;
9463;99;5035;
9464;470;6820;
9465;485;9926;
9466;910;8514;
9467;371;1328;
9468;979;6735;
9469;552;4101;
9470;416;6510;
9471;135;7210;
9472;828;2278;
9473;129;8410;
9474;917;2333;
9475;874;5842;
9476;422;6931;
9477;449;7782;
9478;252;7577;
9479;510;238;
9480;702;317;
9481;638;3680;
9482;787;2563;
9483;873;9035;
9484;469;7505;
9485;541;9565;
9486;67;727;
9487;219;7026;
9488;252;3849;
9489;919;4665;
9490;295;2810;
9491;902;3077;
9492;880;3175;
9493;208;4477;
9494;93;1309;
9495;236;4080;
9496;318;3655;
9497;635;7593;
9498;211;5305;
9499;460;1482;
9500;831;8146;
9501;791;2568;
9502;554;337;
9503;93;2819;
9504;21;4728;
9505;596;8240;
9506;126;2709;
9507;697;6933;
9508;988;2226;
9509;486;3905;
9510;692;7195;
9511;451;1221;
9512;73;2328;
9513;928;211;
9514;275;326;
9515;929;4017;
9516;542;326;
9517;154;1498;
9518;995;9809;
9519;426;2034;
9520;684;8214;
9521;188;9875;
9522;808;2434;
9523;159;505;
9524;246;6715;
9525;992;3366;
9526;575;7897;
9527;86;6434;
9528;700;5793;
9529;403;1491;
9530;862;6576;
9531;946;9829;
9532;77;3728;
9533;723;6663;
9534;0;6618;
9535;532;4034;
